brand,brand_reputation_score,review_count,avg_helpful_votes,avg_rating,BRS_Category
GODDESS,64.72,93,0.913978494623656,3.978494623655914,Good (60-70)
GOLDSTITCH,64.36,78,0.4871794871794871,4.17948717948718,Good (60-70)
GORLYA,70.94,65,0.6461538461538462,4.461538461538462,Very Good (70-80)
GRACE KARIN,71.18,1376,2.125,4.308866279069767,Very Good (70-80)
GRAPENT,71.48,123,3.5934959349593494,4.040650406504065,Very Good (70-80)
GREATLACES,65.19,71,0.2676056338028169,4.507042253521127,Good (60-70)
GRECERELLE,68.52,696,1.146551724137931,4.257183908045977,Good (60-70)
GRIP6,67.78,76,0.5657894736842105,4.407894736842105,Good (60-70)
GUBARUN,64.18,153,0.0849673202614379,4.281045751633987,Good (60-70)
GUESS,65.53,71,0.8591549295774648,4.323943661971831,Good (60-70)
GULICX,67.74,85,0.3294117647058823,4.411764705882353,Good (60-70)
GYS,71.07,113,0.5752212389380531,4.530973451327434,Very Good (70-80)
Gaharu,70.5,80,1.575,4.3,Very Good (70-80)
GaraTia,65.26,62,0.3387096774193548,4.467741935483871,Good (60-70)
Gary Com,68.8,75,1.586666666666667,4.173333333333333,Good (60-70)
Gash Hao,76.3,50,2.52,4.44,Very Good (70-80)
Gelante,66.38,268,1.0,4.264925373134329,Good (60-70)
Gem Stone King,65.88,85,0.6470588235294118,4.176470588235294,Good (60-70)
Generic,61.19,178,1.3595505617977528,3.617977528089888,Good (60-70)
Georgia Boot,67.79,96,0.8125,4.354166666666667,Good (60-70)
Gerber,66.94,1099,0.3239308462238398,4.439490445859873,Good (60-70)
Geyoga,64.09,124,0.6774193548387096,3.983870967741936,Good (60-70)
Gihuo,69.95,173,1.23121387283237,4.300578034682081,Good (60-70)
Gildan,67.17,3264,0.9368872549019608,4.32015931372549,Good (60-70)
Gino Giovanni,68.88,57,0.9298245614035088,4.140350877192983,Good (60-70)
Gioberti,68.66,473,0.678646934460888,4.348837209302325,Good (60-70)
Giorgio Brutini,68.5,55,1.7636363636363637,4.127272727272727,Good (60-70)
Giro,70.73,156,1.5769230769230769,4.352564102564102,Very Good (70-80)
Git-up,71.12,56,4.875,3.857142857142857,Very Good (70-80)
Glamorise,62.67,1319,0.9696739954510992,3.8953752843062928,Good (60-70)
Glanzition,63.56,53,0.2830188679245283,4.339622641509434,Good (60-70)
Glenor Co,75.75,62,0.8225806451612904,4.919354838709677,Very Good (70-80)
Global Blank,63.9,84,0.3809523809523809,4.119047619047619,Good (60-70)
Gloria Vanderbilt,67.21,267,1.0299625468164797,4.254681647940075,Good (60-70)
GloryStar,70.1,50,1.74,4.08,Very Good (70-80)
Go Tour,61.04,53,0.2641509433962264,4.018867924528302,Good (60-70)
Gold Pigeon Shoes,66.62,91,0.5494505494505495,4.362637362637362,Good (60-70)
Gold Toe,65.46,570,0.475438596491228,4.4070175438596495,Good (60-70)
Gonex,69.61,1632,0.6611519607843137,4.708333333333333,Good (60-70)
Good Luck Sock,72.7,107,0.1775700934579439,4.859813084112149,Very Good (70-80)
Goodthreads,62.85,1544,1.5012953367875648,4.385362694300518,Good (60-70)
Goood Times,68.95,51,0.6666666666666666,4.313725490196078,Good (60-70)
Gostwo,69.67,91,0.3956043956043956,4.6923076923076925,Good (60-70)
Gotoly,61.21,68,1.5441176470588236,3.4705882352941178,Good (60-70)
Govc,69.7,54,2.740740740740741,4.166666666666667,Good (60-70)
GownTown,70.89,120,1.125,4.291666666666667,Very Good (70-80)
GraduationMall,66.48,54,0.5740740740740741,4.296296296296297,Good (60-70)
Grasshoppers,67.4,86,0.8837209302325582,4.313953488372093,Good (60-70)
Gravity Defyer,69.2,100,2.23,4.26,Good (60-70)
Gravity Threads,69.54,63,0.9523809523809524,4.317460317460317,Good (60-70)
Greatonu,65.83,60,1.4166666666666667,4.3,Good (60-70)
Groove Life,68.96,101,0.6039603960396039,4.584158415841584,Good (60-70)
Grunt Style,70.11,92,1.1956521739130437,4.434782608695652,Very Good (70-80)
Guide Gear,68.26,51,1.3725490196078431,4.15686274509804,Good (60-70)
Guilty Heart,67.98,60,0.3166666666666666,4.35,Good (60-70)
H2H,64.27,384,0.4348958333333333,4.088541666666667,Good (60-70)
HAFLINGER,70.21,161,1.1118012422360248,4.559006211180124,Very Good (70-80)
HALLUCI,60.02,69,0.0579710144927536,3.739130434782609,Good (60-70)
HANERDUN,61.92,52,0.25,3.8846153846153846,Good (60-70)
HAOMEILI,65.21,140,0.4071428571428571,4.271428571428571,Good (60-70)
HAPPYFEET SLIPPERS,70.04,59,0.3050847457627119,4.559322033898305,Very Good (70-80)
HARENCE,67.01,144,1.4930555555555556,4.152777777777778,Good (60-70)
HARHAY,66.63,170,0.5941176470588235,4.270588235294118,Good (60-70)
HARLEY-DAVIDSON FOOTWEAR,70.48,111,1.3243243243243243,4.468468468468468,Very Good (70-80)
HDE,67.12,281,0.9750889679715302,4.202846975088968,Good (60-70)
HEARTNICE,75.21,99,2.8383838383838382,4.707070707070707,Very Good (70-80)
HEAWISH,66.18,71,1.4366197183098592,4.366197183098592,Good (60-70)
HEROBIKER,71.31,61,2.1311475409836067,4.737704918032787,Very Good (70-80)
HI-TEC,63.48,202,0.6138613861386139,4.099009900990099,Good (60-70)
HICKIES,57.87,174,0.5172413793103449,3.683908045977012,Fair (50-60)
HIITAVE,66.44,105,0.8380952380952381,4.3619047619047615,Good (60-70)
HILEELANG,63.11,97,0.5257731958762887,4.288659793814433,Good (60-70)
HINDAWI,69.39,215,1.7674418604651163,4.102325581395349,Good (60-70)
HISDERN,69.36,240,0.225,4.575,Good (60-70)
HISEA,61.06,147,0.4965986394557823,4.557823129251701,Good (60-70)
HISKYWIN,71.22,131,1.847328244274809,4.480916030534351,Very Good (70-80)
HIYIYEZI,66.9,86,0.3372093023255814,4.22093023255814,Good (60-70)
HKR,66.41,80,0.1875,4.3,Good (60-70)
HLTPRO,71.55,152,1.5460526315789471,4.434210526315789,Very Good (70-80)
HMIYA,64.04,57,0.175438596491228,4.157894736842105,Good (60-70)
HOBIBEAR,60.7,88,0.5568181818181818,4.170454545454546,Good (60-70)
HOCOSIT,67.87,61,1.0,4.180327868852459,Good (60-70)
HOFISH,67.26,85,0.9058823529411764,4.152941176470589,Good (60-70)
HOKA ONE ONE,75.83,53,3.7735849056603774,4.30188679245283,Very Good (70-80)
HOMAR,61.87,191,1.2513089005235605,3.842931937172775,Good (60-70)
HOMEIDEAS,62.08,81,0.1111111111111111,4.074074074074074,Good (60-70)
HOMEYEE,73.12,196,1.8520408163265305,4.408163265306122,Very Good (70-80)
HOT FEET,67.67,58,0.2586206896551724,4.551724137931035,Good (60-70)
HOTAPEI,55.6,79,0.6582278481012658,3.2531645569620253,Fair (50-60)
HOZIY,70.6,106,0.3396226415094339,4.688679245283019,Very Good (70-80)
HSELL,69.02,61,0.1475409836065573,4.573770491803279,Good (60-70)
HSIA,68.21,58,1.4655172413793105,4.362068965517241,Good (60-70)
HUE,69.1,410,1.7439024390243902,4.246341463414634,Good (60-70)
HUHOT,65.11,88,1.0454545454545454,4.090909090909091,Good (60-70)
HUK,66.15,63,0.2698412698412698,4.492063492063492,Good (60-70)
HUSKARY,69.06,110,1.5545454545454545,4.3,Good (60-70)
Hadley-Roma,63.28,53,0.2641509433962264,4.075471698113208,Good (60-70)
Haggar,68.18,1297,0.520431765612953,4.441017733230532,Good (60-70)
Hail Satan Unicorn Cat Gift Store,68.34,699,0.2060085836909871,4.457796852646638,Good (60-70)
Halife,72.41,570,2.4,4.278947368421052,Very Good (70-80)
Halo Headband,66.09,124,0.2258064516129032,4.483870967741935,Good (60-70)
Haloumoning,58.51,68,0.5,4.220588235294118,Fair (50-60)
Hamoery,61.79,109,0.3119266055045872,4.045871559633028,Good (60-70)
Handshop,67.89,58,0.8620689655172413,4.620689655172414,Good (60-70)
Hanes,65.42,13143,0.8482842577798068,4.158563493875066,Good (60-70)
Hanna Nikole,64.3,198,1.5151515151515151,4.398989898989899,Good (60-70)
Hanpceirs,67.28,52,0.4230769230769231,4.134615384615385,Good (60-70)
Haola,64.33,149,0.8322147651006712,3.845637583892617,Good (60-70)
Happy Sailed,80.4,166,6.421686746987952,3.969879518072289,Excellent (80-100)
Happy Trunks,70.57,53,0.6792452830188679,4.622641509433962,Very Good (70-80)
Harriton,66.84,57,0.5087719298245614,4.192982456140351,Good (60-70)
Harry Potter,69.84,71,1.0,4.563380281690141,Good (60-70)
Hats in the Belfry,67.79,65,0.7692307692307693,4.215384615384616,Good (60-70)
Havaianas,63.44,217,0.3778801843317972,4.161290322580645,Good (60-70)
Havana Breeze,48.71,145,0.3448275862068966,4.655172413793103,Poor (<50)
Hawaiian Silver Jewelry,69.54,97,0.8041237113402062,4.422680412371134,Good (60-70)
Hawkwell,58.56,73,0.684931506849315,4.013698630136986,Fair (50-60)
Headsweats,66.11,53,0.2641509433962264,4.226415094339623,Good (60-70)
Healing Hands,73.04,147,1.2244897959183674,4.523809523809524,Very Good (70-80)
HeartSoul,69.39,70,0.6857142857142857,4.285714285714286,Good (60-70)
Heathyoga,70.71,257,0.9221789883268484,4.536964980544747,Very Good (70-80)
Heatuff,68.86,55,0.1818181818181818,4.6,Good (60-70)
Heelys,75.24,133,2.691729323308271,4.503759398496241,Very Good (70-80)
Hello Kitty,71.9,58,0.7413793103448276,4.620689655172414,Very Good (70-80)
Hellomamma,69.36,84,1.1666666666666667,4.440476190476191,Good (60-70)
Helly-Hansen,68.19,129,0.6666666666666666,4.418604651162791,Good (60-70)
Henschel Hats,68.39,55,0.1272727272727272,4.618181818181818,Good (60-70)
Herou,72.35,66,2.3484848484848486,4.303030303030303,Very Good (70-80)
Herschel,67.59,146,0.5136986301369864,4.431506849315069,Good (60-70)
Herstyle,60.02,76,0.8157894736842105,3.6447368421052633,Good (60-70)
Hey Dude,69.57,721,0.4715672676837725,4.597780859916782,Good (60-70)
HeyNuts,70.28,54,0.3333333333333333,4.62962962962963,Very Good (70-80)
Hi Clasmix,65.75,193,0.8082901554404145,4.191709844559585,Good (60-70)
HiMONE,65.49,226,1.0176991150442478,4.345132743362832,Good (60-70)
Hibelle,65.64,127,1.236220472440945,4.141732283464567,Good (60-70)
Hibluco,65.33,157,0.6050955414012739,4.229299363057325,Good (60-70)
Hicomlor,46.64,54,0.0,4.537037037037037,Poor (<50)
Hide & Drink,67.52,67,0.3283582089552239,4.328358208955224,Good (60-70)
High Sierra,68.99,124,0.9435483870967742,4.403225806451613,Good (60-70)
Hiking Gril,72.78,103,3.3592233009708736,4.194174757281553,Very Good (70-80)
Hilltichu,65.92,90,0.9222222222222224,4.066666666666666,Good (60-70)
Hilor,68.69,449,1.2516703786191536,4.229398663697105,Good (60-70)
Hissox,48.85,72,0.4444444444444444,4.472222222222222,Poor (<50)
Hoerev,69.37,135,0.4888888888888889,4.288888888888889,Good (60-70)
Hold'Em,73.11,104,2.0096153846153846,4.586538461538462,Very Good (70-80)
Hold-Up Suspender Co.,68.53,73,0.8356164383561644,4.506849315068493,Good (60-70)
Holipick,69.6,258,1.2790697674418603,4.25968992248062,Good (60-70)
Hollywood Star Fashion,64.13,194,1.1288659793814433,3.881443298969072,Good (60-70)
Home Prefer,68.9,127,0.3937007874015748,4.496062992125984,Good (60-70)
Home Slipper,70.1,50,2.54,4.08,Very Good (70-80)
HomeTop,66.02,365,0.7013698630136986,4.2465753424657535,Good (60-70)
Homitem,65.28,63,1.3492063492063493,4.301587301587301,Good (60-70)
Homma,66.54,162,0.7037037037037037,4.203703703703703,Good (60-70)
HonestBaby,49.84,137,0.2116788321167883,4.510948905109489,Poor (<50)
Honeywell,71.55,96,1.5625,4.489583333333333,Very Good (70-80)
Honolulu Jewelry Company,71.81,71,0.8732394366197183,4.535211267605634,Very Good (70-80)
Honor Eternity Ring,71.37,132,0.1590909090909091,4.78030303030303,Very Good (70-80)
Hope & Henry,70.43,87,0.5287356321839081,4.609195402298851,Very Good (70-80)
Hot Chocolate Design,73.72,79,2.113924050632912,4.405063291139241,Very Good (70-80)
Hot Sox,69.85,73,0.2328767123287671,4.63013698630137,Good (60-70)
Hotouch,67.17,471,1.3142250530785562,4.256900212314225,Good (60-70)
Houmous,67.58,77,2.0,4.259740259740259,Good (60-70)
Hount,67.73,200,1.14,4.24,Good (60-70)
HowJoJo,70.97,68,0.7794117647058824,4.455882352941177,Very Good (70-80)
Hsyooes,67.46,60,0.4833333333333333,4.266666666666667,Good (60-70)
Hudson Baby,69.24,586,0.4300341296928328,4.479522184300341,Good (60-70)
Hunter,72.09,91,1.4175824175824177,4.582417582417582,Very Good (70-80)
Hurley,58.85,128,0.4921875,3.90625,Fair (50-60)
Hush Puppies,64.87,330,1.0454545454545454,4.196969696969697,Good (60-70)
Hybrid & Company,66.39,926,2.302375809935205,3.7084233261339095,Good (60-70)
I2CRAZY,71.65,65,2.7384615384615385,4.292307692307692,Very Good (70-80)
IBTOM CASTLE,68.07,109,0.944954128440367,4.284403669724771,Good (60-70)
IDEALSANXUN,69.4,73,1.904109589041096,4.054794520547945,Good (60-70)
IDEGG,69.03,144,0.4583333333333333,4.611111111111111,Good (60-70)
IDIFU,70.06,214,2.0093457943925235,4.266355140186916,Very Good (70-80)
IHOT,62.56,64,0.765625,4.265625,Good (60-70)
II ININ,65.21,72,1.2222222222222223,4.111111111111111,Good (60-70)
IN'VOLAND,69.01,273,2.391941391941392,4.344322344322344,Good (60-70)
INGEAR,67.89,57,0.8421052631578947,4.228070175438597,Good (60-70)
INNERSY,68.32,244,2.1024590163934427,4.352459016393443,Good (60-70)
INTIMO,66.84,74,0.3513513513513513,4.148648648648648,Good (60-70)
INTO THE AM,64.5,172,0.5232558139534884,4.133720930232558,Good (60-70)
IUGA,71.34,479,0.5365344467640919,4.643006263048017,Very Good (70-80)
IWOLLENCE,73.01,235,2.7148936170212767,4.259574468085106,Very Good (70-80)
IXIMO,66.23,54,1.1666666666666667,4.166666666666667,Good (60-70)
IZOD,62.56,931,0.322234156820623,4.3587540279269605,Good (60-70)
IZZY + TOBY,69.97,76,1.605263157894737,4.7105263157894735,Good (60-70)
Idgreatim,67.37,59,1.1016949152542372,4.288135593220339,Good (60-70)
Imily Bela,60.06,130,0.8307692307692308,3.9384615384615382,Good (60-70)
Imysty,66.86,61,1.3770491803278688,4.131147540983607,Good (60-70)
InGENIUS Peace Sign Gifts,64.1,82,0.0609756097560975,4.109756097560975,Good (60-70)
Indera,57.3,61,0.3770491803278688,3.8524590163934422,Fair (50-60)
Injinji,68.22,82,0.4268292682926829,4.573170731707317,Good (60-70)
Inov-8,63.62,79,0.6708860759493671,4.177215189873418,Good (60-70)
Invicta,68.74,307,1.8371335504885995,4.280130293159609,Good (60-70)
Invug,63.92,67,1.537313432835821,4.164179104477612,Good (60-70)
Iris & Lilly,50.63,123,0.6178861788617886,4.300813008130081,Fair (50-60)
Irish Setter,68.9,83,0.6626506024096386,4.433734939759036,Good (60-70)
Isaac Liev,74.96,63,3.7936507936507935,4.301587301587301,Very Good (70-80)
Isabelle,68.04,70,0.3571428571428571,4.371428571428571,Good (60-70)
Itslife,76.43,170,2.4529411764705884,4.647058823529412,Very Good (70-80)
IyMoo,61.83,56,1.1607142857142858,3.5,Good (60-70)
J World New York,65.99,67,0.6119402985074627,4.268656716417911,Good (60-70)
J+S,68.36,109,0.3486238532110092,4.458715596330276,Good (60-70)
J. Adams,68.25,267,2.262172284644195,3.958801498127341,Good (60-70)
J.Ver,65.39,57,0.7192982456140351,4.017543859649122,Good (60-70)
JABASIC,65.22,69,0.9420289855072465,4.333333333333333,Good (60-70)
JACK SMITH,69.98,79,1.8860759493670889,4.2025316455696204,Good (60-70)
JAMES FIALLO,68.32,1565,0.3859424920127795,4.474121405750799,Good (60-70)
JASAMBAC,63.31,119,0.8067226890756303,4.151260504201681,Good (60-70)
JASGOOD,67.92,245,0.7510204081632653,4.4,Good (60-70)
JBU by Jambu,67.87,204,1.093137254901961,4.284313725490196,Good (60-70)
JENN ARDOR,56.3,200,1.045,4.33,Fair (50-60)
JIASUQI,61.78,73,0.4657534246575342,3.73972602739726,Good (60-70)
JINTING,66.92,73,0.6027397260273972,4.232876712328767,Good (60-70)
JISEN,67.58,81,0.7037037037037037,4.37037037037037,Good (60-70)
JJ Perfection,68.59,102,2.313725490196078,4.029411764705882,Good (60-70)
JOEYOUNG,64.88,60,0.6166666666666667,4.2,Good (60-70)
JOGAL,65.91,74,0.5540540540540541,4.297297297297297,Good (60-70)
JOINFREE,68.62,58,2.103448275862069,4.310344827586207,Good (60-70)
JORMATT,69.74,71,1.4507042253521127,4.647887323943662,Good (60-70)
JOTW,71.05,61,1.5737704918032789,4.459016393442623,Very Good (70-80)
JUST MY SIZE,67.75,1897,2.062203479177649,4.047970479704797,Good (60-70)
Jacob Alexander,65.82,82,0.3536585365853658,4.2682926829268295,Good (60-70)
Jag Jeans,70.0,81,2.320987654320988,4.111111111111111,Very Good (70-80)
Jambu,66.37,76,0.6578947368421053,4.25,Good (60-70)
JanSport,70.71,218,1.9541284403669723,4.4495412844036695,Very Good (70-80)
Jane Shine,71.04,71,1.4788732394366195,4.450704225352113,Very Good (70-80)
Jeff & Aimy,55.59,74,0.5135135135135135,4.5,Fair (50-60)
Jefferies Socks,68.23,366,0.7622950819672131,4.398907103825136,Good (60-70)
JerrisApparel,73.18,99,1.1414141414141414,4.737373737373737,Very Good (70-80)
Jerzees,66.22,715,0.386013986013986,4.2965034965034965,Good (60-70)
Jescakoo,68.42,200,2.02,4.0,Good (60-70)
Jessica Simpson,64.5,501,0.8183632734530938,4.1017964071856285,Good (60-70)
Jessie Kidden,68.58,94,1.6595744680851063,4.117021276595745,Good (60-70)
Jockey,69.42,1094,1.4186471663619744,4.351005484460695,Good (60-70)
Joe's USA,69.95,900,1.022222222222222,4.427777777777778,Good (60-70)
Johari West,76.81,120,3.975,4.2,Very Good (70-80)
John Deere,67.71,85,0.2,4.411764705882353,Good (60-70)
Johnnie Lene,70.17,66,0.303030303030303,4.53030303030303,Very Good (70-80)
JointlyCreating,63.46,52,0.3846153846153846,4.076923076923077,Good (60-70)
JollieLovin,67.96,258,0.7403100775193798,4.290697674418604,Good (60-70)
JomeDesign,65.35,129,0.6356589147286822,4.286821705426356,Good (60-70)
Joob Joob,64.19,59,0.3389830508474576,4.016949152542373,Good (60-70)
Joomra,69.99,165,1.4363636363636365,4.424242424242424,Good (60-70)
Joopin,65.61,251,0.6055776892430279,4.290836653386454,Good (60-70)
Jouica,68.26,120,1.6583333333333334,4.325,Good (60-70)
Joules,69.84,71,0.7887323943661971,4.591549295774648,Good (60-70)
Journee Collection,68.41,136,0.9117647058823528,4.169117647058823,Good (60-70)
Jousen,64.74,203,0.8226600985221675,4.330049261083744,Good (60-70)
Jovivi,68.97,57,1.2280701754385963,4.385964912280702,Good (60-70)
Jstyle,69.95,126,1.6904761904761905,4.373015873015873,Good (60-70)
Jude Jewelers,68.83,74,1.2162162162162162,4.337837837837838,Good (60-70)
Just Love,64.36,1573,0.9453273998728544,3.8957406230133502,Good (60-70)
Justay,65.86,223,0.7847533632286996,4.282511210762332,Good (60-70)
Justin Boots,66.7,127,0.6377952755905512,4.267716535433071,Good (60-70)
Justinstones,68.06,90,1.3333333333333333,4.111111111111111,Good (60-70)
Jvini,69.25,101,1.9306930693069304,4.01980198019802,Good (60-70)
Jxstar,71.8,112,0.3482142857142857,4.741071428571429,Very Good (70-80)
K KomForme,70.31,215,1.6465116279069767,4.297674418604651,Very Good (70-80)
K-Cliffs,69.58,57,0.8596491228070176,4.631578947368421,Good (60-70)
K-Swiss,67.9,213,0.5633802816901409,4.370892018779343,Good (60-70)
K. Bell Socks,69.41,76,0.5263157894736842,4.473684210526316,Good (60-70)
KALIYADI,64.7,165,0.5151515151515151,4.284848484848485,Good (60-70)
KANCY KOLE,65.31,80,1.875,4.15,Good (60-70)
KAUKKO,74.37,58,4.448275862068965,4.5,Very Good (70-80)
KAVU,70.06,200,1.15,4.41,Very Good (70-80)
KBETHOS,68.09,422,0.4928909952606635,4.4454976303317535,Good (60-70)
KEAZA,64.36,72,0.0833333333333333,4.652777777777778,Good (60-70)
KEECOW,74.57,70,2.757142857142857,4.628571428571429,Very Good (70-80)
KEEN,67.73,1703,0.905460951262478,4.366412213740458,Good (60-70)
KEEN Utility,62.66,325,0.7169230769230769,4.387692307692308,Good (60-70)
KEZEF,69.34,143,0.3426573426573426,4.545454545454546,Good (60-70)
KIIU,64.17,108,0.0185185185185185,4.148148148148148,Good (60-70)
KILIG,76.97,247,5.554655870445344,4.291497975708502,Very Good (70-80)
KING KAMEHA,66.23,54,0.4259259259259259,3.9444444444444446,Good (60-70)
KIRUNDO,76.97,527,7.817836812144212,4.092979127134725,Very Good (70-80)
KIWI,56.05,56,0.4107142857142857,4.303571428571429,Fair (50-60)
KIWI RATA,62.84,51,1.1176470588235294,3.7058823529411766,Good (60-70)
KL928,67.17,53,0.6415094339622641,4.471698113207547,Good (60-70)
KM Legend,68.42,71,0.0422535211267605,4.774647887323944,Good (60-70)
KOH KOH,78.86,211,6.09478672985782,4.052132701421801,Very Good (70-80)
KOI,69.01,1456,0.7184065934065934,4.355769230769231,Good (60-70)
KORSIS,65.63,225,0.5866666666666667,4.191111111111111,Good (60-70)
KRISP,76.67,51,4.294117647058823,4.254901960784314,Very Good (70-80)
KUBUA,67.2,67,0.4626865671641791,4.343283582089552,Good (60-70)
KUKOO,66.23,54,0.9814814814814816,4.2407407407407405,Good (60-70)
KUYIGO,64.66,77,0.7012987012987013,4.207792207792208,Good (60-70)
Kallspin,67.29,64,1.09375,4.453125,Good (60-70)
Kalon,65.37,133,0.6390977443609023,4.165413533834586,Good (60-70)
Kamik,69.22,751,1.1691078561917445,4.2836218375499335,Good (60-70)
Kancystore,67.55,100,1.27,4.14,Good (60-70)
Kangol,70.62,106,0.6792452830188679,4.632075471698113,Very Good (70-80)
Kangora,62.84,52,0.1346153846153846,4.076923076923077,Good (60-70)
Kanu Surf,66.97,1466,0.5757162346521146,4.296043656207367,Good (60-70)
Karen Neuburger,63.36,81,0.8395061728395061,4.62962962962963,Good (60-70)
Karlywindow,69.67,57,3.877192982456141,4.140350877192983,Good (60-70)
Kate Kasin,74.19,336,3.568452380952381,4.2648809523809526,Very Good (70-80)
Kate Spade New York,66.49,123,1.2520325203252032,4.373983739837398,Good (60-70)
Kattee,65.38,62,0.8709677419354839,4.403225806451613,Good (60-70)
Kavio!,72.31,52,1.9038461538461535,4.269230769230769,Very Good (70-80)
Keds,66.82,448,0.5803571428571429,4.28125,Good (60-70)
Kendra Scott,68.98,83,0.6024096385542169,4.518072289156627,Good (60-70)
Kenneth Cole,68.59,423,2.683215130023641,4.196217494089835,Good (60-70)
Kenneth Cole REACTION,63.82,124,0.6693548387096774,4.169354838709677,Good (60-70)
Key Apparel,68.78,99,0.5656565656565656,4.505050505050505,Good (60-70)
KeySmart,58.73,75,0.4266666666666667,3.826666666666666,Fair (50-60)
Keyocean,71.74,131,1.4809160305343512,4.709923664122138,Very Good (70-80)
Kid Nation,51.12,131,0.3129770992366412,4.473282442748092,Fair (50-60)
Kidsform,64.43,57,2.175438596491228,3.56140350877193,Good (60-70)
KikizYe,69.53,58,0.6551724137931034,4.482758620689655,Good (60-70)
King Will,69.32,59,1.88135593220339,4.694915254237288,Good (60-70)
KingSize,66.25,367,0.7929155313351499,4.209809264305177,Good (60-70)
Kipling,68.06,81,0.9876543209876544,4.530864197530864,Good (60-70)
KissTies,70.27,70,0.2857142857142857,4.757142857142857,Very Good (70-80)
Knocker,69.08,71,2.6338028169014085,3.9014084507042255,Good (60-70)
Koloa Surf Company,69.41,74,0.2972972972972973,4.581081081081081,Good (60-70)
Konikit,49.58,57,1.368421052631579,4.175438596491228,Poor (<50)
Koolaburra by UGG,67.84,173,1.3121387283236994,4.300578034682081,Good (60-70)
Kooljewelry,66.46,170,1.0705882352941176,4.076470588235294,Good (60-70)
KuaiLu,63.22,197,0.883248730964467,3.878172588832488,Good (60-70)
Kurve,71.32,74,2.8513513513513518,4.081081081081081,Very Good (70-80)
L'eggs,66.07,85,0.5176470588235295,4.4,Good (60-70)
L-RUN,67.35,121,0.9669421487603306,4.24793388429752,Good (60-70)
L.B. Evans,66.32,262,0.3740458015267175,4.3320610687022905,Good (60-70)
LA ACTIVE,74.63,98,2.173469387755102,4.479591836734694,Very Good (70-80)
LA LEELA,67.96,282,0.3226950354609929,4.411347517730497,Good (60-70)
LA Police Gear,65.55,161,0.3975155279503105,4.273291925465839,Good (60-70)
LA12ST,62.4,73,0.5753424657534246,3.8493150684931514,Good (60-70)
LADYBRO,70.96,57,1.0175438596491229,4.508771929824562,Very Good (70-80)
LAGSHIAN,65.55,107,0.4018691588785046,4.074766355140187,Good (60-70)
LAINAB,63.9,60,0.4333333333333333,4.05,Good (60-70)
LAISHEN,57.42,146,0.4863013698630137,4.157534246575342,Fair (50-60)
LALABEE,73.13,85,2.5764705882352943,4.141176470588236,Very Good (70-80)
LALAGEN,64.85,119,0.5630252100840336,4.092436974789916,Good (60-70)
LANCROP,68.7,74,1.7702702702702702,4.202702702702703,Good (60-70)
LANMERTREE,68.97,52,0.4230769230769231,4.403846153846154,Good (60-70)
LANNEY,68.88,68,0.3088235294117647,4.661764705882353,Good (60-70)
LAPASA,73.04,161,1.8695652173913044,4.559006211180124,Very Good (70-80)
LARACE,71.56,608,1.4950657894736843,4.391447368421052,Very Good (70-80)
LAT,66.65,78,0.6025641025641025,4.141025641025641,Good (60-70)
LEEBE,69.27,67,1.1791044776119404,4.328358208955224,Good (60-70)
LEGGINGS DEPOT,68.6,1280,0.565625,4.36484375,Good (60-70)
LETHMIK,65.07,53,0.1320754716981132,4.264150943396227,Good (60-70)
LEVOGUE,71.35,61,0.5081967213114754,4.737704918032787,Very Good (70-80)
LEXSION,71.03,97,0.8865979381443299,4.505154639175258,Very Good (70-80)
LIFETIME JEWELRY,71.15,120,2.4166666666666665,4.35,Very Good (70-80)
LILBETTER,67.55,206,1.2912621359223302,4.300970873786408,Good (60-70)
LILLUSORY,63.42,149,1.174496644295302,4.261744966442953,Good (60-70)
LITERRA,68.13,79,0.9873417721518988,4.518987341772152,Good (60-70)
LMB,65.58,303,0.8118811881188119,4.158415841584159,Good (60-70)
LOFBAZ,67.52,155,0.8451612903225807,4.161290322580645,Good (60-70)
LOLONG,63.08,67,0.4925373134328358,4.029850746268656,Good (60-70)
LOMON,70.68,125,3.112,4.344,Very Good (70-80)
LONDON FOG,71.33,330,1.8575757575757577,4.46969696969697,Very Good (70-80)
LONGYUAN,67.39,278,0.7697841726618705,4.294964028776978,Good (60-70)
LONSOEN,65.16,63,0.1111111111111111,4.079365079365079,Good (60-70)
LOTUCY,63.17,60,0.6,4.266666666666667,Good (60-70)
LOVEVOOK,67.91,145,0.6275862068965518,4.524137931034483,Good (60-70)
LOYALLOOK,66.41,61,1.4426229508196722,4.032786885245901,Good (60-70)
LUCKY STEP,65.8,50,1.72,4.04,Good (60-70)
LUENX,68.94,164,0.0914634146341463,4.530487804878049,Good (60-70)
LUKYCILD,66.04,67,0.8208955223880597,4.253731343283582,Good (60-70)
LUSMAY,76.74,66,3.5,4.363636363636363,Very Good (70-80)
LUX ACCESSORIES,66.3,51,0.2941176470588235,4.196078431372549,Good (60-70)
LYANER,69.87,102,2.1862745098039214,4.088235294117647,Good (60-70)
LaSuiveur,72.86,69,4.072463768115942,4.130434782608695,Very Good (70-80)
Lacoste,64.49,163,0.98159509202454,4.349693251533743,Good (60-70)
Lacozy,66.77,75,1.1733333333333331,4.173333333333333,Good (60-70)
Laite Hebe,68.95,173,1.0346820809248556,4.381502890173411,Good (60-70)
Lamaze Organic Baby,64.27,70,0.1,4.557142857142857,Good (60-70)
